time,temperature_2m,relative_humidity_2m,dew_point_2m,rain,snowfall,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2024-10-22T00:00,9.7,89.0,8.0,0.0,0.0,1014.1,61.0,6.9,187.0
2024-10-22T01:00,9.7,89.0,8.0,0.0,0.0,1014.0,84.0,9.2,174.0
2024-10-22T02:00,10.1,87.0,8.0,0.0,0.0,1013.8,90.0,9.7,179.0
2024-10-22T03:00,9.9,88.0,8.1,0.0,0.0,1013.3,42.0,7.9,181.0
2024-10-22T04:00,10.2,86.0,7.9,0.0,0.0,1013.1,69.0,9.4,175.0
2024-10-22T05:00,10.0,85.0,7.6,0.0,0.0,1012.8,62.0,11.1,173.0
2024-10-22T06:00,9.5,84.0,7.0,0.0,0.0,1012.6,37.0,11.3,178.0
2024-10-22T07:00,9.0,83.0,6.3,0.0,0.0,1012.2,37.0,11.5,183.0
2024-10-22T08:00,9.0,80.0,5.7,0.0,0.0,1012.2,56.0,12.9,186.0
2024-10-22T09:00,10.4,75.0,6.2,0.0,0.0,1012.3,28.0,13.3,193.0
2024-10-22T10:00,12.3,67.0,6.5,0.0,0.0,1012.3,29.0,12.1,201.0
2024-10-22T11:00,13.7,62.0,6.6,0.0,0.0,1011.7,23.0,14.6,201.0
2024-10-22T12:00,14.9,58.0,6.6,0.0,0.0,1011.2,25.0,16.3,208.0
2024-10-22T13:00,15.5,57.0,7.1,0.0,0.0,1010.8,26.0,15.6,209.0
2024-10-22T14:00,16.1,58.0,7.7,0.0,0.0,1010.2,28.0,15.2,206.0
2024-10-22T15:00,16.5,55.0,7.4,0.0,0.0,1010.2,16.0,14.9,207.0
2024-10-22T16:00,16.0,60.0,8.2,0.0,0.0,1009.9,16.0,12.2,211.0
2024-10-22T17:00,14.5,66.0,8.2,0.0,0.0,1009.7,5.0,11.0,212.0
2024-10-22T18:00,13.4,71.0,8.2,0.0,0.0,1009.8,6.0,12.8,222.0
2024-10-22T19:00,13.2,73.0,8.6,0.0,0.0,1010.1,5.0,14.2,238.0
2024-10-22T20:00,13.4,75.0,9.1,0.0,0.0,1010.5,8.0,16.0,253.0
2024-10-22T21:00,13.4,80.0,10.0,0.0,0.0,1010.9,100.0,15.9,265.0
2024-10-22T22:00,14.3,80.0,10.9,0.0,0.0,1011.4,86.0,15.7,271.0
2024-10-22T23:00,14.6,83.0,11.8,0.0,0.0,1012.1,92.0,18.2,286.0
2024-10-23T00:00,14.1,82.0,11.0,0.0,0.0,1013.0,48.0,22.1,305.0
2024-10-23T01:00,12.2,83.0,9.4,0.0,0.0,1014.2,90.0,19.7,309.0
2024-10-23T02:00,11.0,87.0,8.9,0.0,0.0,1015.0,64.0,17.4,307.0
2024-10-23T03:00,12.1,83.0,9.3,0.0,0.0,1015.8,66.0,17.9,310.0
2024-10-23T04:00,10.7,87.0,8.7,0.0,0.0,1016.4,5.0,15.1,306.0
2024-10-23T05:00,9.1,94.0,8.3,0.0,0.0,1017.0,8.0,13.8,296.0
2024-10-23T06:00,8.4,96.0,7.8,0.0,0.0,1017.4,11.0,12.6,287.0
2024-10-23T07:00,7.8,97.0,7.3,0.0,0.0,1017.6,6.0,11.6,276.0
2024-10-23T08:00,7.7,97.0,7.2,0.0,0.0,1018.5,7.0,12.6,271.0
2024-10-23T09:00,9.3,89.0,7.5,0.0,0.0,1019.3,61.0,16.3,278.0
2024-10-23T10:00,10.5,83.0,7.8,0.0,0.0,1019.6,64.0,16.7,281.0
2024-10-23T11:00,11.6,78.0,8.0,0.0,0.0,1019.8,70.0,16.3,283.0
2024-10-23T12:00,12.7,74.0,8.2,0.0,0.0,1020.2,100.0,16.5,290.0
2024-10-23T13:00,13.4,71.0,8.3,0.0,0.0,1020.2,100.0,16.6,292.0
2024-10-23T14:00,13.8,69.0,8.1,0.0,0.0,1020.1,94.0,17.3,294.0
2024-10-23T15:00,12.7,70.0,7.5,0.0,0.0,1020.5,42.0,17.0,296.0
2024-10-23T16:00,12.4,71.0,7.2,0.0,0.0,1020.5,20.0,15.1,295.0
2024-10-23T17:00,11.1,77.0,7.2,0.0,0.0,1020.8,58.0,10.1,297.0
2024-10-23T18:00,10.5,79.0,7.1,0.0,0.0,1021.1,90.0,8.6,299.0
2024-10-23T19:00,10.5,78.0,6.9,0.0,0.0,1021.1,90.0,7.6,297.0
2024-10-23T20:00,10.6,76.0,6.5,0.0,0.0,1021.4,84.0,7.9,297.0
2024-10-23T21:00,10.2,76.0,6.2,0.0,0.0,1021.6,39.0,7.6,270.0
2024-10-23T22:00,8.5,83.0,5.8,0.0,0.0,1021.3,0.0,9.3,252.0
2024-10-23T23:00,7.3,88.0,5.5,0.0,0.0,1021.3,0.0,8.8,265.0
2024-10-24T00:00,6.6,91.0,5.2,0.0,0.0,1021.6,0.0,7.9,271.0
2024-10-24T01:00,6.0,92.0,4.8,0.0,0.0,1021.7,0.0,7.6,265.0
2024-10-24T02:00,5.5,93.0,4.5,0.0,0.0,1021.8,1.0,7.9,259.0
2024-10-24T03:00,3.8,99.0,3.7,0.0,0.0,1022.0,20.0,7.2,264.0
2024-10-24T04:00,3.5,100.0,3.5,0.0,0.0,1021.7,90.0,7.6,258.0
2024-10-24T05:00,3.6,100.0,3.6,0.0,0.0,1021.6,96.0,7.2,258.0
2024-10-24T06:00,3.5,100.0,3.5,0.0,0.0,1021.6,100.0,6.3,252.0
2024-10-24T07:00,4.0,100.0,3.9,0.0,0.0,1021.3,90.0,7.7,231.0
2024-10-24T08:00,4.1,97.0,3.7,0.0,0.0,1021.2,90.0,8.5,226.0
2024-10-24T09:00,4.9,98.0,4.6,0.0,0.0,1021.5,90.0,8.0,216.0
2024-10-24T10:00,6.3,99.0,6.1,0.0,0.0,1021.8,90.0,7.0,257.0
2024-10-24T11:00,7.4,94.0,6.6,0.0,0.0,1022.0,90.0,5.8,268.0
2024-10-24T12:00,9.2,87.0,7.1,0.0,0.0,1022.1,54.0,5.6,270.0
2024-10-24T13:00,10.6,79.0,7.2,0.0,0.0,1021.4,42.0,6.8,270.0
2024-10-24T14:00,11.1,75.0,6.8,0.0,0.0,1020.9,56.0,6.2,258.0
2024-10-24T15:00,9.9,82.0,6.9,0.0,0.0,1020.6,90.0,3.8,267.0
2024-10-24T16:00,9.9,81.0,6.7,0.0,0.0,1020.1,90.0,4.0,265.0
2024-10-24T17:00,9.2,89.0,7.4,0.0,0.0,1019.9,90.0,2.6,295.0
2024-10-24T18:00,8.0,91.0,6.5,0.0,0.0,1019.7,86.0,3.4,18.0
2024-10-24T19:00,7.7,92.0,6.6,0.0,0.0,1019.2,41.0,3.6,57.0
2024-10-24T20:00,7.5,94.0,6.6,0.0,0.0,1019.0,19.0,3.9,68.0
2024-10-24T21:00,6.0,97.0,5.6,0.0,0.0,1018.9,19.0,5.8,92.0
2024-10-24T22:00,5.9,97.0,5.4,0.0,0.0,1018.5,43.0,5.5,117.0
2024-10-24T23:00,5.5,96.0,4.9,0.0,0.0,1018.1,43.0,6.4,117.0
2024-10-25T00:00,5.3,96.0,4.7,0.0,0.0,1018.0,19.0,7.6,102.0
2024-10-25T01:00,4.8,97.0,4.3,0.0,0.0,1017.5,3.0,6.7,124.0
2024-10-25T02:00,3.9,97.0,3.5,0.0,0.0,1017.0,1.0,6.3,149.0
